expansion,collector_number,name,cost,type,alignment,class,subtype,tags,atk,dmg_type,health,rarity,keywords,power_text,data_status,engine_status,effects,image_path,
azeroth,151,From the Shadows,5,Ability,Alliance,,,,,,,Rare,,"Ongoing: All allies have elusive.",verified,implemented,ongoing|all_allies_keyword:elusive,assets\cards\from_the_shadows.png,
azeroth,152,Sneak,1,Instant Ability,Alliance,,,,,,,Common,,"Target ally has elusive this turn. (It can't be attacked.)",verified,implemented,grant_keyword_target:ally:elusive,assets\cards\sneak.png,
azeroth,153,Into the Fray,1,Ability,Horde,,,,,,,Common,,"Target ally in your party has ferocity this turn. (It can attack immediately.)",verified,implemented,grant_keyword_target:friendly_ally:ferocity,assets\cards\into_the_fray.png,
azeroth,154,Lust for Battle,4,Ability,Horde,,,,,,,Rare,,"Ongoing: All allies have ferocity.",verified,implemented,ongoing|all_allies_keyword:ferocity,assets\cards\lust_for_battle.png,
azeroth,155,Skewer,4,Instant Ability,Horde,,,,,,,Common,,"Choose an ally in your party. It deals damage equal to its ATK to target ally.",verified,implemented,ally_atk_damage:ally,assets\cards\skewer.png,
azeroth,156,Burn Away,3,Ability,,,,,,,,Common,,Destroy target ability.,verified,implemented,destroy_target:ability,assets\cards\burn_away.png,
azeroth,157,Call the Spirit,2,Ability,,,,,,,,Common,,,unchecked,,,assets\cards\call_the_spirit.png,
azeroth,158,Caught Off-Guard,1,Ability,,,,,,,,Common,,,unchecked,,,assets\cards\caught_off_guard.png,
azeroth,159,Exhaustion,2,Instant Ability,,,,,,,,Common,,Exhaust target ally.,verified,implemented,exhaust_target:ally,assets\cards\exhaustion.png,
azeroth,160,Fall Back,2,Instant Ability,,,,,,,,Common,,Put target ally from your party into its owner's hand.,verified,implemented,return_to_hand:friendly_ally,assets\cards\fall_back.png,
azeroth,161,Guard Duty,2,Ability,,,,,,,,Common,,,unchecked,,,assets\cards\guard_duty.png,
azeroth,162,Interest You in a Pint?,3,Ability,,,,,,,,Common,,,unchecked,,,assets\cards\interest_you_in_a_pint.png,
azeroth,163,Lie in Wait,1,Ability,,,,,,,,Common,,,unchecked,,,assets\cards\lie_in_wait.png,
azeroth,164,On Your Feet,3,Ability,,,,,,,,Common,,,unchecked,,,assets\cards\on_your_feet.png,
azeroth,165,Quick Strike,3,Instant Ability,,,,,,,,Common,,Your hero deals 2 melee damage to target hero or ally.,verified,implemented,deal_damage_to_target:2:melee,assets\cards\quick_strike.png,
azeroth,166,Rally the Troops,3,Ability,,,,,,,,Common,,,unchecked,,,assets\cards\rally_the_troops.png,
azeroth,167,Rise to the Challenge,15,Ability,,,,,,,,Epic,,,unchecked,,,assets\cards\rise_to_the_challenge.png,
azeroth,168,Shattering Blow,4,Ability,,,,,,,,Common,,Destroy target equipment.,verified,implemented,destroy_target:equipment,assets\cards\shattering_blow.png,
azeroth,169,Spirit Healer,8,Ability,,,,,,,,Epic,,,unchecked,,,assets\cards\spirit_healer.png,
azeroth,170,Sudden Reversal,1,Ability,,,,,,,,Common,,,unchecked,,,assets\cards\sudden_reversal.png,
azeroth,171,Vanquish,4,Ability,,,,,,,,Common,,Destroy target ally.,verified,implemented,destroy_target:ally,assets\cards\vanquish.png,
azeroth,172,Withdraw,3,Instant Ability,,,,,,,,Common,,Put target ally into its owner's hand.,verified,implemented,return_to_hand:ally,assets\cards\withdraw.png,
azeroth,173,Acolyte Demia,6,Ally,Alliance,Warlock,,Human Warlock,3,Shadow,6,Uncommon,,"1, Put 1 damage on Acolyte Demia: Demia deals 1 shadow damage to target hero or ally. Use only on your turn.",verified,implemented,activated_power:1:deal_damage_to_target:1:shadow:hero_or_ally:put_damage_self:1|require_turn_player,assets\cards\acolyte_demia.png,
azeroth,174,Adept Breton,2,Ally,Alliance,Mage,,Human Mage,1,Arcane,1,Uncommon,,"Activate, exhaust, 3: Adept Breton deals 1 arcane damage to each opposing hero and ally.",verified,implemented,activated_power:3:deal_damage_aoe:1:arcane:opposing,assets\cards\adept_breton.png,
azeroth,175,Anika Berlyn,6,Ally,Alliance,Paladin,,Human Paladin,5,Melee,6,Common,,,verified,implemented,,assets\cards\anika_berlyn.png,
azeroth,176,Apprentice Teep,1,Ally,Alliance,Mage,,Gnome Mage,2,Frost,1,Common,elusive,,verified,implemented,,assets\cards\apprentice_teep.png,
azeroth,177,Augustus Corpsemonger,5,Ally,Alliance,Warlock,,Human Warlock,3,Shadow,4,Rare,,"[Activate], Remove three ally cards in your graveyard from the game: Destroy target ally.",verified,implemented,activated_power:0:destroy_ally:0::ally:rfg_allies:3,assets\cards\augustus_corpsemonger.png,
azeroth,178,Bizzik Sparkcog,4,Ally,Alliance,Warlock,,Gnome Warlock,2,Fire,4,Uncommon,,Destroy an ally in your party: draw a card.,verified,implemented,activated_power:0:draw:1::friendly_ally:sacrifice_ally,assets\cards\bizzik_sparkcog.png,
azeroth,179,Braxiss the Sleeper,6,Ally,Alliance,Druid,,Night Elf Druid,6,Melee,4,Uncommon,elusive,,verified,implemented,,assets\cards\braxiss_the_sleeper.png,
azeroth,180,Crazy Igvand,2,Ally,Alliance,Warrior,,Dwarf Warrior,0,Melee,6,Common,protector,,verified,implemented,,assets\cards\crazy_igvand.png,
azeroth,181,Donna Calister,5,Ally,Alliance,Warrior,,Human Warrior,1,Melee,7,Uncommon,protector,"Protector <p> When an opposing hero or ally attacks, ready Donna Calister.",verified,implemented,ready_on_opposing_attack,assets\cards\donna_calister.png,
azeroth,182,Dorric the Martyr,1,Ally,Alliance,Paladin,,Dwarf Paladin,1,Holy,2,Common,,,unchecked,,,assets\cards\dorric_the_martyr.png,
azeroth,183,Freya Lightsworn,2,Ally,Alliance,Priest,,Dwarf Priest,2,Holy,2,Common,,Activation: Freya Lightsworn heals 3 damage from target hero or ally.,verified,implemented,activated_power:0:heal_target:3:holy:hero_or_ally,assets\cards\freya_lightsworn.png,
azeroth,184,Galahandra Keeper of the Silent Grove,2,Ally,Alliance,Druid,,Night Elf Druid,0,Nature,1,Common,elusive,"1, [Activate] -> Exhaust target ally.",verified,implemented,activated_power:1:exhaust_target:0::ally,assets\cards\galahandra_keeper_of_the_silent_grove.png,
azeroth,185,Galway Steamwhistle,1,Ally,Alliance,Warrior,,Gnome Warrior,1,Melee,1,Uncommon,,,unchecked,,,assets\cards\galway_steamwhistle.png,
azeroth,186,Grint Sundershot,3,Ally,Alliance,Hunter,,Dwarf Hunter,3,Ranged,2,Common,,,unchecked,,,assets\cards\grint_sundershot.png,
azeroth,187,Hannah the Unstoppable,5,Ally,Alliance,Rogue,,Human Rogue,3,Melee,3,Common,,Opposing heroes and allies can't protect.,verified,implemented,opposing_cant_protect,assets\cards\hannah_the_unstoppable.png,
azeroth,188,Ironforge Guards,2,Ally,Alliance,Warrior,,Dwarf Warrior,1,Melee,1,Common,,,unchecked,,,assets\cards\ironforge_guards.png,
azeroth,189,Kailis Truearc,1,Ally,Alliance,Hunter,,Night Elf Hunter,1,Ranged,1,Rare,,Kailis Truearc gets +2 ATK and +2 health while there are four or more allies in your party.,verified,,,assets\cards\kailis_truearc.png,
azeroth,190,Kena Shadowbrand,3,Ally,Alliance,Warlock,,Gnome Warlock,1,Shadow,3,Common,,"Activate, exhaust, put 1 damage on Kena Shadowbrand: Draw a card.",verified,implemented,activated_power:0:draw:1:::activate_put_damage_self:1,assets\cards\kena_shadowbrand.png,
azeroth,191,King Magni Bronzebeard,9,Ally,Alliance,Warrior,,Dwarf Warrior,6,Melee,8,Epic,,,unchecked,,,assets\cards\king_magni_bronzebeard.png,
azeroth,192,Kor Cindervein,3,Ally,Alliance,Paladin,,Dwarf Paladin,3,Melee,3,Common,,,verified,implemented,,assets\cards\kor_cindervein.png,
azeroth,193,Kryton Barleybeard,1,Ally,Alliance,Priest,,Dwarf Priest,2,Holy,1,Uncommon,,,unchecked,,,assets\cards\kryton_barleybeard.png,
azeroth,194,Lady Courtney Noel,3,Ally,Alliance,Priest,,Human Priest,1,Holy,4,Common,,"Activate, exhaust: Lady Courtney Noel heals 1 damage from each hero and ally in your party.",verified,implemented,activated_power:0:heal_party:1,assets\cards\lady_courtney_noel.png,
azeroth,195,Lady Jaina Proudmoore,8,Ally,Alliance,Mage,,Human Mage,7,Frost,4,Epic,Unique,Opposing allies can't attack.,verified,implemented,opposing_allies_cant_attack,assets\cards\lady_jaina_proudmoore.png,
azeroth,196,Lafiel,6,Ally,Alliance,Priest,,Night Elf Priest,4,Shadow,5,Common,,"2, [Activate] -> Destroy target ability.",verified,implemented,activated_power:2:destroy_ability:0::ability,assets\cards\lafiel.png,
azeroth,197,Latro Abiectus,2,Ally,Alliance,Rogue,,Night Elf Rogue,3,Melee,2,Common,elusive,,verified,implemented,,assets\cards\latro_abiectus.png,
azeroth,198,Leeroy Jenkins,4,Ally,Alliance,Paladin,,Human Paladin,6,Melee,1,Epic,,,unchecked,,,assets\cards\leeroy_jenkins.png,
azeroth,199,Lhurg Venomblade,4,Ally,Alliance,Rogue,,Dwarf Rogue,2,Melee,2,Rare,,"Activate, exhaust: Destroy target exhausted ally.",verified,implemented,activated_power:0:destroy_ally:0::exhausted_ally,assets\cards\lhurg_venomblade.png,
azeroth,200,Liba Wobblebonk,5,Ally,Alliance,Mage,,Gnome Mage,3,Arcane,4,Common,,"When Liba Wobblebonk enters play, draw a card.",verified,implemented,on_enter:draw:1,assets\cards\liba_wobblebonk.png,
azeroth,201,Lord Grayson Shadowbreaker,7,Ally,Alliance,Paladin,,Human Paladin,4,Holy,7,Epic,,,unchecked,,,assets\cards\lord_grayson_shadowbreaker.png,
azeroth,202,Lorekeeper Darian,6,Ally,Alliance,Mage,,Human Mage,2,Arcane,6,Rare,,,unchecked,,,assets\cards\lorekeeper_darian.png,
azeroth,203,Lt. Commander Dudefella,3,Ally,Alliance,Mage,,Human Mage,1,Frost,3,Rare,,,unchecked,,,assets\cards\lt_commander_dudefella.png,
azeroth,204,Maxum Ironbrew,4,Ally,Alliance,Paladin,,Dwarf Paladin,2,Melee,4,Common,,,unchecked,,,assets\cards\maxum_ironbrew.png,
azeroth,205,Medoc Spiritwarden,5,Ally,Alliance,Priest,,Dwarf Priest,1,Holy,5,Uncommon,,,unchecked,,,assets\cards\medoc_spiritwarden.png,
azeroth,206,Melgwy Pingzot,2,Ally,Alliance,Mage,,Gnome Mage,1,Fire,3,Uncommon,,"5, [Activate]: Melgwy Pingzot deals 5 fire damage to target hero or ally.",verified,implemented,activated_power:5:deal_damage_to_target:5:fire:hero_or_ally,assets\cards\melgwy_pingzot.png,
azeroth,207,Mezzik Darkspark,1,Ally,Alliance,Warlock,,Gnome Warlock,1,Shadow,1,Uncommon,,"Activate, exhaust: Destroy an ally in your party. Mezzik Darkspark deals X shadow damage to target hero or ally, where X is the ATK of the destroyed ally.",verified,,,assets\cards\mezzik_darkspark.png,
azeroth,208,Milo the Unmerciful,2,Ally,Alliance,Warrior,,Night Elf Warrior,3,Melee,2,Common,,,unchecked,,,assets\cards\milo_the_unmerciful.png,
azeroth,209,Moira Darkheart,4,Ally,Alliance,Rogue,,Night Elf Rogue,3,Melee,4,Common,,"1, Destroy Moira Darkheart -> Destroy target armor or weapon.",verified,implemented,activated_power:1:destroy_equipment:0::equipment:sacrifice_self,assets\cards\moira_darkheart.png,
azeroth,210,Nerra Lifeboon,5,Ally,Alliance,Druid,,Night Elf Druid,4,Melee,4,Common,,Other allies in your party have +1 health.,verified,implemented,party_health_aura:1,assets\cards\nerra_lifeboom.png,
azeroth,211,Nightbloom,2,Ally,Alliance,Druid,,Night Elf Druid,1,Nature,1,Rare,,Activation: You may put a card from your hand into your resource row face down and exhausted.,verified,,,assets\cards\nightbloom.png,
azeroth,212,Parvink,3,Ally,Alliance,Warrior,,Gnome Warrior,2,Melee,2,Common,protector,"When Parvink enters play, draw a card.",verified,implemented,on_enter:draw:1,assets\cards\parvink.png,
azeroth,213,Randipan,3,Ally,Alliance,Rogue,,Gnome Rogue,2,Melee,2,Uncommon,,"When Randipan deals combat damage to a defending hero, draw a card.",verified,implemented,on_combat_damage_to_hero:draw:1,assets\cards\randipan.png,
azeroth,214,Ryn Dreamstrider,4,Ally,Alliance,Druid,,Night Elf Druid,2,Nature,2,Common,Elusive,"Activate, exhaust: Target hero or ally has +2 ATK while attacking this turn.",verified,implemented,activated_power:0:buff_atk_target_attacking:2::hero_or_ally|require_turn_player,assets\cards\ryn_dreamstrider.png,
azeroth,215,Sentry Gwynn,5,Ally,Alliance,Warrior,,Night Elf Warrior,3,Melee,4,Rare,,Your hero has Elusive.,verified,,,assets\cards\sentry_gwynn.png,
azeroth,216,Seva Shadowdancer,3,Ally,Alliance,Priest,,Night Elf Priest,2,Holy,1,Rare,,,unchecked,,,assets\cards\seva_shadowdancer.png,
azeroth,217,Sha'lin Nightwind,3,Ally,Alliance,Druid,,Night Elf Druid,4,Melee,1,Common,elusive,,verified,implemented,,assets\cards\shalin_nightwind.png,
azeroth,218,Stylean Silversteel,6,Ally,Alliance,Priest,,Human Priest,4,Holy,5,Common,,"When Stylean Silversteel enters play, she heals 3 damage from each hero and ally in your party.",verified,implemented,on_enter:heal_party:3,assets\cards\stylean_silversteel.png,
azeroth,219,Tracker Gallen,2,Ally,Alliance,Hunter,,Night Elf Hunter,0,Ranged,2,Common,,Tracker Gallen has +1 ATK for each ally in your party.,verified,implemented,atk_per_ally:1,assets\cards\tracker_gallen.png,
azeroth,220,Treesong,5,Ally,Alliance,Druid,,Night Elf Druid,4,Melee,4,Uncommon,,,unchecked,,,assets\cards\treesong.png,
azeroth,221,Tristan Rapidstrike,4,Instant Ally,Alliance,Warrior,,Night Elf Warrior,3,Melee,3,Common,protector,Protector,verified,implemented,,assets\cards\tristan_rapidstrike.png,
azeroth,222,Warden Tonarin,1,Ally,Alliance,Warrior,,Night Elf Warrior,1,Melee,1,Common,"elusive, protector",,verified,implemented,,assets\cards\warden_tonarin.png,
azeroth,223,Wilba,4,Ally,Alliance,Hunter,,Dwarf Hunter,2,Ranged,4,Rare,,,unchecked,,,assets\cards\wilba.png,
azeroth,224,Wyneth Harridan,4,Ally,Alliance,Paladin,,Human Paladin,2,Holy,4,Rare,,,unchecked,,,assets\cards\wyneth_harridan.png,
azeroth,225,Arnold Flem,4,Ally,Horde,Mage,,Undead Mage,4,Fire,2,Uncommon,,"When Arnold Flem is destroyed, he deals 1 fire damage to each opposing hero and ally.",verified,implemented,on_destroyed:deal_damage_aoe:1:fire:opposing,assets\cards\arnold_flem.png,
azeroth,226,Bala Silentblade,3,Ally,Horde,Rogue,,Orc Rogue,1,Melee,4,Common,,Bala Silentblade has +3 ATK while attacking an exhausted hero or ally.,verified,implemented,atk_vs_exhausted_defender:3,assets\cards\bala_silentblade.png,
azeroth,227,Barak the Shamed,3,Ally,Horde,Warrior,,Orc Warrior,5,Melee,5,Rare,,,unchecked,,,assets\cards\barak_the_shamed.png,
azeroth,228,Benethor Draigo,3,Ally,Horde,Mage,,Undead Mage,4,Fire,2,Common,,,verified,implemented,,assets\cards\benethor_draigo.png,
azeroth,229,Besh'iah,6,Ally,Horde,Priest,,Troll Priest,4,Shadow,4,Common,,"Destroy an ally in your party -> Destroy target ability.",verified,implemented,activated_power:0:destroy_ability:0::ability:sacrifice_ally+no_activate,assets\cards\beshiah.png,
azeroth,230,Blood Guard Mal'wani,4,Ally,Horde,Rogue,,Troll Rogue,1,Melee,5,Common,,Blood Guard Mal'wani has +1 ATK for each damage on him.,verified,implemented,atk_per_damage_self:1,assets\cards\blood_guard_malwani.png,
azeroth,231,Brigg,1,Ally,Horde,Warrior,,Orc Warrior,1,Melee,2,Common,,"When Brigg deals combat damage to an ally with damage on it, destroy that ally.",verified,implemented,on_combat_damage_destroys_damaged_ally,assets\cards\brigg.png,
azeroth,232,Confessor Mildred,2,Ally,Horde,Priest,,Undead Priest,2,Shadow,2,Common,,"2, Destroy Confessor Mildred -> Destroy target ability.",verified,implemented,activated_power:2:destroy_ability:0::ability:sacrifice_self,assets\cards\confessor_mildred.png,
azeroth,233,Dark Cleric Jocasta,6,Ally,Horde,Priest,,Undead Priest,3,Holy,5,Uncommon,,,unchecked,,,assets\cards\dark_cleric_jocasta.png,
azeroth,234,Deacon Johanna,2,Ally,Horde,Priest,,Undead Priest,2,Holy,2,Uncommon,,2 -> Deacon Johanna heals 2 damage from target hero or ally. Use only once per turn.,verified,implemented,activated_power:2:heal_target:2:holy:hero_or_ally:once_per_turn,assets\cards\deacon_johanna.png,
azeroth,235,Elder Moorf,1,Ally,Horde,Druid,,Tauren Druid,1,Nature,1,Uncommon,,(1) -> Target ally has +2 ATK this turn. Use only once per turn.,verified,implemented,activated_power:1:buff_atk_target:2::ally:once_per_turn,assets\cards\elder_moorf.png,
azeroth,236,Fa'tafi,6,Ally,Horde,Warrior,,Troll Warrior,3,Melee,6,Common,protector,"At the start of each turn, Fa'tafi heals 1 damage from herself.",verified,implemented,heal_at_each_turn_start:1,assets\cards\fatafi.png,
azeroth,237,Fianna Spellbinder,3,Ally,Horde,Mage,,Blood Elf Mage,3,Frost,2,Epic,,,unchecked,,,assets\cards\fianna_spellbinder.png,
azeroth,238,Gartok Skullsplitter,1,Ally,Horde,Warrior,,Orc Warrior,2,Melee,1,Common,,"When Gartok Skullsplitter attacks, you may exhaust target armor.",verified,implemented,on_attack_exhaust_armor,assets\cards\gartok_skullsplitter.png,
azeroth,239,Gellrin of the Gallows,2,Ally,Horde,Warlock,,Undead Warlock,3,Shadow,2,Rare,,,unchecked,,,assets\cards\gellrin_of_the_gallows.png,
azeroth,240,Guardian Steelhorn,2,Ally,Horde,Warrior,,Tauren Warrior,3,Melee,3,Common,"protector, cant_attack",Guardian Steelhorn can't attack.,verified,implemented,,assets\cards\guardian_steelhorn.png,
azeroth,241,Halnar Stands-Alone,4,Ally,Horde,Warrior,,Tauren Warrior,2,Melee,2,Rare,,,unchecked,,,assets\cards\halnar_stands_alone.png,
azeroth,242,Hierophant Caydiem,4,Ally,Horde,Druid,,Tauren Druid,2,Nature,4,Uncommon,,"3, Hierophant Caydiem deals 1 nature damage to target hero or ally and heals 1 damage from another target hero or ally.",verified,implemented,activated_power:3:deal_damage_and_heal:1:nature:hero_or_ally_two:no_activate,assets\cards\hierophant_caydiem.png,
azeroth,243,Hur Shieldsmasher,3,Ally,Horde,Warrior,,Orc Warrior,2,Melee,2,Common,,"When Hur Shieldsmasher enters play, you may destroy target armor.",verified,implemented,on_enter:destroy_armor,assets\cards\hur_shieldsmasher.png,
azeroth,244,Jin'lak Nightfang,2,Ally,Horde,Rogue,,Troll Rogue,3,Melee,1,Common,,"(3) → Target hero or ally can't protect this turn.",verified,implemented,activated_power:3:cant_protect_target:0::hero_or_ally:no_activate,assets\cards\jinlak_nightfang.png,
azeroth,245,Kaal Soulreaper,7,Ally,Horde,Warlock,,Orc Warlock,5,Shadow,6,Epic,,,unchecked,,,assets\cards\kaal_soulreaper.png,
azeroth,246,Kagra of the Crossroads,1,Ally,Horde,Hunter,,Orc Hunter,1,Ranged,2,Common,ferocity,,verified,implemented,,assets\cards\kagra_of_the_crossroads.png,
azeroth,247,Karkas Deathhowl,4,Ally,Horde,Warlock,,Orc Warlock,2,Shadow,3,Common,,"When Karkas Deathhowl enters play, you may put target ally into its owner's hand.",verified,implemented,on_enter:return_to_hand_ally,assets\cards\karkas_deathhowl.png,
azeroth,248,Ka'tali Stonetusk,1,Ally,Horde,Shaman,,Troll Shaman,1,Nature,2,Common,protector,"At the start of your turn, Ka'tali Stonetusk heals 1 damage from herself.",verified,implemented,heal_at_turn_start:1,assets\cards\katali_stonetusk.png,
azeroth,249,Kulan Earthguard,5,Ally,Horde,Shaman,,Tauren Shaman,3,Melee,5,Common,protector,"At the end of your turn, ready Kulan Earthguard.",verified,implemented,ready_self_at_turn_end,assets\cards\kulan_earthguard.png,
azeroth,250,Masten Everspirit,5,Ally,Horde,Shaman,,Tauren Shaman,4,Nature,2,Rare,,,unchecked,,,assets\cards\masten_everspirit.png,
azeroth,251,Mias the Putrid,2,Ally,Horde,Warlock,,Undead Warlock,1,Shadow,1,Common,,"When Mias the Putrid enters play, target player discards a card.",verified,implemented,on_enter:discard_opponent:1,assets\cards\mias_the_putrid.png,
azeroth,252,Moko Hunts-at-Dawn,6,Ally,Horde,Hunter,,Tauren Hunter,5,Ranged,4,Uncommon,ferocity,,verified,implemented,,assets\cards\moko_hunts_at_dawn.png,
azeroth,253,Ophelia Barrows,4,Ally,Horde,Warrior,,Undead Warrior,1,Melee,5,Common,Protector,"Protector. 1 -> Remove target ally card in any graveyard from the game. If you do, Ophelia Barrows heals 1 damage from herself.",verified,implemented,activated_power:1:rfg_graveyard_ally:1::graveyard_ally:no_activate|graveyard_to_rfg:Ally:1:1:both,assets\cards\ophelia_barrows.png,
azeroth,254,Orgrimmar Grunts,2,Ally,Horde,Warrior,,Orc Warrior,1,Melee,1,Common,,,unchecked,,,assets\cards\orgrimmar_grunts.png,
azeroth,255,Panax the Unstable,5,Ally,Horde,Mage,,Undead Mage,3,Arcane,5,Rare,,,unchecked,,,assets\cards\panax_the_unstable.png,
azeroth,256,Pugg,1,Ally,Horde,Warrior,,Orc Warrior,2,Melee,2,Uncommon,,Other allies in your party have -1 health.,unchecked,,,assets\cards\pugg.png,
azeroth,257,Rak Skyfury,1,Ally,Horde,Shaman,,Orc Shaman,1,Melee,1,Uncommon,,,unchecked,,,assets\cards\rak_skyfury.png,
azeroth,258,Samuel Grey,3,Ally,Horde,Rogue,,Undead Rogue,2,Melee,2,Uncommon,,"When Samuel Grey deals combat damage to a defending hero, that hero's controller discards a card.",verified,implemented,on_combat_damage_to_hero:discard_controller:1,assets\cards\samuel_grey.png,
azeroth,259,"Skorn, Mistress of Shadow",5,Ally,Horde,Warlock,,Orc Warlock,3,Shadow,2,Rare,,"When an ally is dealt damage, Skorn deals that amount of shadow damage to target hero in that ally's party.",verified,implemented,ally_damaged_reflect_hero:shadow,assets\cards\skorn_mistress_of_shadow.png,
azeroth,260,Taz'dingo,3,Ally,Horde,Hunter,,Troll Hunter,2,Ranged,2,Common,,"When Taz'dingo enters play, he deals 1 ranged damage to target hero or ally.",verified,implemented,on_enter:deal_damage_to_target:1:ranged,assets\cards\tazdingo.png,
azeroth,261,Tewa Wildmane,6,Ally,Horde,Druid,,Tauren Druid,0,Nature,0,Rare,,,unchecked,,,assets\cards\tewa_wildmane.png,
azeroth,262,Vaerik Proudhoof,4,Ally,Horde,Warrior,,Tauren Warrior,5,Melee,3,Common,,,verified,implemented,,assets\cards\vaerik_proudhoof.png,
azeroth,263,Valthak Spiritdrinker,4,Ally,Horde,Warlock,,Undead Warlock,3,Shadow,4,Rare,,,unchecked,,,assets\cards\valthak_spiritdinker.png,
azeroth,264,Vesh'ral,3,Ally,Horde,Mage,,Troll Mage,3,Fire,1,Common,ferocity,,verified,implemented,,assets\cards\veshral.png,
azeroth,265,Vexra Darkfall,5,Ally,Horde,Mage,,Undead Mage,5,Arcane,2,Uncommon,,"When Vexra Darkfall is destroyed, she deals 1 arcane damage to target hero for each card in that hero's controller's hand.",verified,,,assets\cards\vexra_darkfall.png,
azeroth,266,Voss Treebender,1,Ally,Horde,Druid,,Tauren Druid,2,Nature,1,Common,,"When Voss Treebender attacks, you may exhaust target hero or ally.",verified,implemented,on_attack_exhaust_target,assets\cards\voss_treebender.png,
azeroth,267,Warchief Thrall,9,Ally,Horde,Shaman,,Orc Shaman,7,Melee,8,Epic,,,unchecked,,,assets\cards\warchief_thrall.png,
azeroth,268,Warlord Goretooth,5,Ally,Horde,Warrior,,Orc Warrior,3,Melee,4,Epic,,,unchecked,,,assets\cards\warlord_goretooth.png,
azeroth,269,Watcher Mal'wi,4,Ally,Horde,Hunter,,Troll Hunter,3,Ranged,3,Common,,"When an opposing ally enters play, Watcher Mal'wi deals 1 ranged damage to it.",verified,implemented,damage_opposing_ally_on_enter:1:ranged,assets\cards\watcher_malwi.png,
azeroth,270,Wazzuli Wildmender,5,Ally,Horde,Shaman,,Troll Shaman,3,Nature,5,Common,,"At the start of your turn, Wazzuli Wildmender heals 1 damage from each hero and ally in your party.",verified,implemented,heal_party_at_turn_start:1,assets\cards\wazzuli_wildmender.png,
azeroth,271,Windseer Tarus,4,Ally,Horde,Shaman,,Tauren Shaman,3,Melee,3,Uncommon,,"When Windseer Tarus attacks for the first time each turn, you may pay 1. If you do, ready him.",verified,implemented,ready_on_attack:1,assets\cards\windseer_tarus.png,
azeroth,272,Wormwood,2,Ally,Horde,Warlock,,Undead Warlock,1,Shadow,1,Uncommon,,,unchecked,,,assets\cards\wormwood.png,
azeroth,273,Ya'mon,6,Ally,Horde,Rogue,,Troll Rogue,4,Melee,6,Rare,,,unchecked,,,assets\cards\yamon.png,
azeroth,274,Zorm Stonefury,2,Ally,Horde,Shaman,,Orc Shaman,1,Melee,1,Common,,Allies in your party have +1 ATK while attacking.,verified,implemented,party_atk_while_attacking:1,assets\cards\zorm_stonefury.png,
azeroth,275,Zygore Bladebreaker,6,Ally,Horde,Warrior,,Orc Warrior,4,Melee,3,Common,,"When Zygore Bladebreaker enters play, you may destroy target armor or weapon.",verified,implemented,on_enter:destroy_armor_or_weapon,assets\cards\zygore_bladebreaker.png,
azeroth,276,Zy'lah Manslayer,7,Ally,Horde,Warrior,,Troll Warrior,5,Melee,6,Rare,,,unchecked,,,assets\cards\zylah_manslayer.png,
azeroth,277,Chromie,6,Ally,,,,Dragonkin,2,Melee,4,Epic,,,unchecked,,,assets\cards\chromie.png,
azeroth,278,Landro Longshot,2,Ally,,,,Goblin Gambler,1,Melee,3,Rare,,,,,,assets\cards\landro_longshot.png,
azeroth,279,Saltwater Snapjaw,3,Ally,,,,Turtle,2,Melee,3,Rare,,,,,,assets\cards\saltwater_snapjaw.png,
azeroth,280,Thunderhead Hippogryph,4,Ally,,,,Hippogryph,3,Melee,3,Rare,,,,,,assets\cards\thunderhead_hippogryph.png,
azeroth,281,Bad Mojo Mask,,,,,,,,,,,,,,,,assets\cards\bad_mojo_mask.png,
azeroth,282,Chromatic Cloak,4,Equipment,,DrMaPaPrShLo,Cloth,Back,,,,Uncommon,,"If your hero would deal damage with an ability, it deals that amount of damage plus 1 instead.",verified,implemented,equipment:back:0|hero_ability_damage_bonus:1,assets\cards\chromatic_cloak.png,
azeroth,283,Deathdealer Breastplate,,,,,,,,,,,,,,,,assets\cards\deathdealer_breastplate.png,
azeroth,284,Devilsaur Leggings,3,Equipment,,,Leather,Legs,,,,Uncommon,,"When your hero deals combat damage to an ally, destroy that ally.",verified,implemented,equipment:legs:1|hero_combat_dmg_destroys_ally,assets\cards\devilsaur_leggings.png,
azeroth,285,Draconian Deflector,4,Equipment,,PaShWa,Shield,Off-Hand,,,,Uncommon,,Your hero has protector. (4 DEF),verified,implemented,equipment:off_hand:4|hero_has_protector,assets\cards\draconian_deflector.png,
azeroth,286,Edgemaster's Handguards,,,,,,,,,,,,,,,,assets\cards\edgemasters_handguards.png,
azeroth,287,Eye of Flame,,,,,,,,,,,,,,,,assets\cards\eye_of_flame.png,
azeroth,288,Eye of Rend,,,,,,,,,,,,,,,,assets\cards\eye_of_rend.png,
azeroth,289,Girdle of Uther,,,,,,,,,,,,,,,,assets\cards\girdle_of_uther.png,
azeroth,290,Golem Skull Helm,3,Equipment,,PaWa,Plate,Head,,,,Uncommon,,3 DEF,verified,implemented,equipment:head:3,assets\cards\golem_skull_helm.png,
azeroth,291,Green Whelp Armor,4,Equipment,,,Leather,Chest,,,,Common,,"When an attacking ally deals combat damage to your hero, you may pay 2. If you do, put that ally into its owner's hand.",verified,implemented,equipment:chest:1|whelp_bounce,assets\cards\green_whelp_armor.png,
azeroth,292,Helm of Fire,,,,,,,,,,,,,,,,assets\cards\helm_of_fire.png,
